PČ;Názov kraja;Názov okresu;"Názov ZÚJ 
(obec/mestská časť/vojenský obvod)";Názov časti obce;Názov ZSJ;Matričný úrad (m);"Výmera ZÚJ 
v ha";Hustota obyvateľstva (obyv./km?);Počet obyvateľov spolu ;Muži;Ženy;"Počet obyvateľov
v predproduktívnom veku (0 – 14) ";"Počet obyvateľov
v produktívnom veku (15 – 64)";"Počet obyvateľov 
v poproduktívnom veku (65+) ";Ekonomicky aktívne obyvateľstvo;"Pracujúci 
v primárnom sektore";"Pracujúci 
v sekundárnom sektore";"Pracujúci 
v terciárnom sektore";"Pracujúci 
v kvartérnom sektore ";Počet trvalo obývaných domov spolu;Počet trvalo obývaných bytov spolu;"Počet trvalo obývaných bytov 
v bytových domoch";"Počet trvalo obývaných bytov 
v rodinných domoch";Počet obyvateľov so súčasným pobytom (SP) spolu;Obyvateľstvo (SP) odchádzajúce za prácou;Počet cenozvých domácností (SP);"Kód 
kraja";"Kód 
okresu";"Kód ZÚJ 
(obec/mestská časť/vojenský obvod)";"Kód 
časti obce";"Kód 
ZSJ";Typ územnej úrovne;;;
6343;Banskobystrický;Banská Bystrica;Riečka; ;Riečka;;;;832;405;427;137;551;144;449;3;76;153;122;250;257;0;227;772;268;322;6;601;508969;;2522390;základná sídelná jednotka;;;
6344;Banskobystrický;Banská Bystrica;Sebedín - Bečov;;;;963;37;358;163;195;44;245;69;200;15;44;71;34;89;115;8;104;369;120;146;6;601;508977;;;obec;;;
6345;Banskobystrický;Banská Bystrica;Sebedín - Bečov;Bečov;;;;;132;69;63;14;97;21;80;8;17;29;12;33;43;3;40;118;49;53;6;601;508977;408580;;časť obce;;;
6346;Banskobystrický;Banská Bystrica;Sebedín - Bečov;Bečov;Bečov;;;;132;69;63;14;97;21;80;8;17;29;12;33;43;3;40;118;49;53;6;601;508977;408580;2544611;základná sídelná jednotka;;;
6347;Banskobystrický;Banská Bystrica;Sebedín - Bečov;Sebedín;;;;;226;94;132;30;148;48;120;7;27;42;22;56;72;5;64;251;78;93;6;601;508977;408591;;časť obce;;;
6348;Banskobystrický;Banská Bystrica;Sebedín - Bečov;Sebedín;Sebedín;;;;226;94;132;30;148;48;120;7;27;42;22;56;72;5;64;251;78;93;6;601;508977;408591;2544790;základná sídelná jednotka;;;
6349;Banskobystrický;Banská Bystrica;Selce;;;m;1999;106;2 125;1 058;1 067;275;1 450;400;1 214;48;250;394;287;516;620;32;580;1 968;636;814;6;601;508985;;;obec;;;
6350;Banskobystrický;Banská Bystrica;Selce; ;Selce;;;;2 111;1 049;1 062;272;1 444;395;1 208;48;249;390;286;513;617;32;577;1 955;632;809;6;601;508985;;2547970;základná sídelná jednotka;;;
6351;Banskobystrický;Banská Bystrica;Selce;;Senica;;;;14;9;5;3;6;5;6;0;1;4;1;3;3;0;3;13;4;5;6;601;508985;;2014132;základná sídelná jednotka;;;
6352;Banskobystrický;Banská Bystrica;Slovenská Ľupča;;;m;3233;101;3 265;1 597;1 668;457;2 213;595;1 815;55;434;516;400;679;1 053;407;640;3 043;750;1 392;6;601;509001;;;obec;;;
6353;Banskobystrický;Banská Bystrica;Slovenská Ľupča; ;Biotika;;;;100;53;47;11;75;14;64;2;19;18;7;3;60;60;0;95;32;69;6;601;509001;;2565010;základná sídelná jednotka;;;
6354;Banskobystrický;Banská Bystrica;Slovenská Ľupča; ;Rómska osada;;;;66;32;34;18;41;7;23;1;3;5;2;13;13;0;13;67;11;27;6;601;509001;;2565100;základná sídelná jednotka;;;
6355;Banskobystrický;Banská Bystrica;Slovenská Ľupča; ;Slovenská Ľupča;;;;3 099;1 512;1 587;428;2 097;574;1 728;52;412;493;391;663;980;347;627;2 881;731;1 296;6;601;509001;;2565280;základná sídelná jednotka;;;
6356;Banskobystrický;Banská Bystrica;Staré Hory;;;m;4156;13;551;275;276;88;366;97;296;13;47;101;60;165;177;11;140;504;134;223;6;601;509019;;;obec;;;
6357;Banskobystrický;Banská Bystrica;Staré Hory;Dolný Jelenec;;;;;25;10;15;2;16;7;12;2;1;5;1;12;12;0;10;28;9;14;6;601;509019;417701;;časť obce;;;
6358;Banskobystrický;Banská Bystrica;Staré Hory;Dolný Jelenec;Dolný Jelenec;;;;25;10;15;2;16;7;12;2;1;5;1;12;12;0;10;28;9;14;6;601;509019;417701;2583850;základná sídelná jednotka;;;
6359;Banskobystrický;Banská Bystrica;Staré Hory;Horný Jelenec;;;;;21;11;10;4;13;4;7;1;1;2;2;7;7;0;7;19;4;9;6;601;509019;417695;;časť obce;;;
6360;Banskobystrický;Banská Bystrica;Staré Hory;Horný Jelenec;Horný Jelenec;;;;21;11;10;4;13;4;7;1;1;2;2;7;7;0;7;19;4;9;6;601;509019;417695;2583930;základná sídelná jednotka;;;
6361;Banskobystrický;Banská Bystrica;Staré Hory;Polkanová;;;;;32;18;14;4;20;8;18;0;4;5;5;14;14;0;12;26;10;15;6;601;509019;417683;;časť obce;;;
6362;Banskobystrický;Banská Bystrica;Staré Hory;Polkanová;Polkanová;;;;32;18;14;4;20;8;18;0;4;5;5;14;14;0;12;26;10;15;6;601;509019;417683;2584070;základná sídelná jednotka;;;
6363;Banskobystrický;Banská Bystrica;Staré Hory;Staré Hory;;;;;468;233;235;77;313;78;255;10;40;88;51;130;142;11;109;425;117;182;6;601;509019;409078;;časť obce;;;
6364;Banskobystrický;Banská Bystrica;Staré Hory;Staré Hory;Staré Hory;;;;468;233;235;77;313;78;255;10;40;88;51;130;142;11;109;425;117;182;6;601;509019;409078;2584400;základná sídelná jednotka;;;
6365;Banskobystrický;Banská Bystrica;Staré Hory;Valentová;;;;;5;3;2;1;4;0;4;0;1;1;1;2;2;0;2;6;0;3;6;601;509019;417671;;časť obce;;;
6366;Banskobystrický;Banská Bystrica;Staré Hory;Valentová;Valentová;;;;5;3;2;1;4;0;4;0;1;1;1;2;2;0;2;6;0;3;6;601;509019;417671;2584660;základná sídelná jednotka;;;
6367;Banskobystrický;Banská Bystrica;Strelníky;;;;1747;44;770;376;394;97;502;171;421;33;130;112;79;215;224;11;207;716;229;299;6;601;509027;;;obec;;;
6368;Banskobystrický;Banská Bystrica;Strelníky; ;Strelníky;;;;770;376;394;97;502;171;421;33;130;112;79;215;224;11;207;716;229;299;6;601;509027;;2590550;základná sídelná jednotka;;;
6369;Banskobystrický;Banská Bystrica;Špania Dolina;;;;1272;18;223;116;107;26;147;50;129;6;15;41;29;92;99;9;79;185;54;96;6;601;509035;;;obec;;;
6370;Banskobystrický;Banská Bystrica;Špania Dolina; ;Špania Dolina;;;;223;116;107;26;147;50;129;6;15;41;29;92;99;9;79;185;54;96;6;601;509035;;2610500;základná sídelná jednotka;;;
6371;Banskobystrický;Banská Bystrica;Tajov;;;;929;72;668;360;308;90;463;115;381;6;69;129;92;206;206;0;181;633;202;275;6;601;509060;;;obec;;;
6372;Banskobystrický;Banská Bystrica;Tajov;Tajov;;;;;511;277;234;66;353;92;290;6;48;99;64;150;150;0;128;480;154;212;6;601;509060;409571;;časť obce;;;
6373;Banskobystrický;Banská Bystrica;Tajov;Tajov;Tajov;;;;511;277;234;66;353;92;290;6;48;99;64;150;150;0;128;480;154;212;6;601;509060;409571;2624800;základná sídelná jednotka;;;
6374;Banskobystrický;Banská Bystrica;Tajov;Jabriková;;;;;157;83;74;24;110;23;91;0;21;30;28;56;56;0;53;153;52;63;6;601;509060;417658;;časť obce;;;
6375;Banskobystrický;Banská Bystrica;Tajov;Jabriková;Jabriková;;;;157;83;74;24;110;23;91;0;21;30;28;56;56;0;53;153;52;63;6;601;509060;417658;2624980;základná sídelná jednotka;;;
6376;Banskobystrický;Banská Bystrica;Turecká;;;;1016;16;159;84;75;15;102;42;87;1;12;31;21;59;63;0;56;149;43;70;6;601;557269;;;obec;;;
6377;Banskobystrický;Banská Bystrica;Turecká; ;Turecká;;;;159;84;75;15;102;42;87;1;12;31;21;59;63;0;56;149;43;70;6;601;557269;;2584580;základná sídelná jednotka;;;
6378;Banskobystrický;Banská Bystrica;Vlkanová;;;;778;166;1 293;630;663;181;925;187;745;16;222;214;157;247;414;180;227;1 206;305;578;6;601;557293;;;obec;;;
6379;Banskobystrický;Banská Bystrica;Vlkanová; ;Vlkanová;;;;1 293;630;663;181;925;187;745;16;222;214;157;247;414;180;227;1 206;305;578;6;601;557293;;2698911;základná sídelná jednotka;;;
6380;Banskobystrický;Banská Štiavnica;Baďan;;;;1509;11;167;90;77;18;118;31;91;13;21;25;10;45;51;8;33;141;28;74;6;602;516601;;;obec;;;
6381;Banskobystrický;Banská Štiavnica;Baďan;Baďan;;;;;145;78;67;15;101;29;76;9;15;22;9;38;44;8;29;128;24;67;6;602;516601;400841;;časť obce;;;
6382;Banskobystrický;Banská Štiavnica;Baďan;Baďan;Baďan;;;;145;78;67;15;101;29;76;9;15;22;9;38;44;8;29;128;24;67;6;602;516601;400841;2004680;základná sídelná jednotka;;;
6383;Banskobystrický;Banská Štiavnica;Baďan;Klastava;;;;;22;12;10;3;17;2;15;4;6;3;1;7;7;0;4;13;6;7;6;602;516601;404263;;časť obce;;;
6384;Banskobystrický;Banská Štiavnica;Baďan;Klastava;Klastava;;;;22;12;10;3;17;2;15;4;6;3;1;7;7;0;4;13;6;7;6;602;516601;404263;2240650;základná sídelná jednotka;;;
6385;Banskobystrický;Banská Štiavnica;Banská Belá;;;m;2108;56;1 171;579;592;160;794;217;578;32;116;174;111;261;408;163;239;1 108;249;496;6;602;516627;;;obec;;;
6386;Banskobystrický;Banská Štiavnica;Banská Belá; ;Banská Belá;;;;1 124;555;569;155;760;209;558;27;115;168;108;247;394;163;226;1 056;247;472;6;602;516627;;2010310;základná sídelná jednotka;;;
6387;Banskobystrický;Banská Štiavnica;Banská Belá; ;Dolina;;;;33;17;16;2;28;3;14;4;0;5;2;9;9;0;8;36;6;15;6;602;516627;;2010490;základná sídelná jednotka;;;
6388;Banskobystrický;Banská Štiavnica;Banská Belá; ;Halča;;;;14;7;7;3;6;5;6;1;1;1;1;5;5;0;5;16;3;9;6;602;516627;;2010570;základná sídelná jednotka;;;
6389;Banskobystrický;Banská Štiavnica;Banská Štiavnica;;;m;4674;206;9 628;4 647;4 981;1 365;6 507;1 756;4 988;111;1 096;1 492;1 182;1 556;3 483;2 172;1 233;9 197;751;4 493;6;602;516643;;;obec;;;
6390;Banskobystrický;Banská Štiavnica;Banská Štiavnica;Banky;;;;;66;39;27;9;41;16;36;3;6;10;7;24;24;0;21;66;16;33;6;602;516643;418251;;časť obce;;;
6391;Banskobystrický;Banská Štiavnica;Banská Štiavnica;Banky;Banky;;;;66;39;27;9;41;16;36;3;6;10;7;24;24;0;21;66;16;33;6;602;516643;418251;2007010;základná sídelná jednotka;;;
6392;Banskobystrický;Banská Štiavnica;Banská Štiavnica;Banská Štiavnica;;;;;8 020;3 864;4 156;1 117;5 444;1 459;4 153;87;864;1 270;980;1 116;2 928;2 047;813;7 652;652;3 797;6;602;516643;401018;;časť obce;;;
6393;Banskobystrický;Banská Štiavnica;Banská Štiavnica;Banská Štiavnica;Banská Štiavnica - juh;;;;1 401;611;790;141;825;435;675;10;128;192;185;149;645;554;80;1 353;299;780;6;602;516643;401018;2015110;základná sídelná jednotka;;;
6394;Banskobystrický;Banská Štiavnica;Banská Štiavnica;Banská Štiavnica;Banská Štiavnica - stred;;;;923;497;426;147;638;138;447;5;85;132;113;179;263;97;136;838;116;428;6;602;516643;401018;2014720;základná sídelná jednotka;;;
6395;Banskobystrický;Banská Štiavnica;Banská Štiavnica;Banská Štiavnica;Červená studňa;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6;602;516643;401018;2015700;základná sídelná jednotka;;;
6396;Banskobystrický;Banská Štiavnica;Banská Štiavnica;Banská Štiavnica;Drieňová - nad stanicou;;;;40;19;21;9;25;6;23;0;3;8;5;15;15;0;13;41;13;16;6;602;516643;401018;2016180;základná sídelná jednotka;;;
6397;Banskobystrický;Banská Štiavnica;Banská Štiavnica;Banská Štiavnica;Drieňová - strieborná;;;;17;9;8;6;8;3;9;0;4;1;3;4;4;0;4;18;5;8;6;602;516643;401018;2016260;základná sídelná jednotka;;;
6398;Banskobystrický;Banská Štiavnica;Banská Štiavnica;Banská Štiavnica;Jergi štôlňa;;;;79;39;40;15;47;17;37;1;5;7;17;27;27;0;26;79;17;35;6;602;516643;401018;2015960;základná sídelná jednotka;;;
6399;Banskobystrický;Banská Štiavnica;Banská Štiavnica;Banská Štiavnica;Klinger;;;;238;115;123;42;156;40;125;3;20;26;40;75;90;18;71;222;57;114;6;602;516643;401018;2014810;základná sídelná jednotka;;;
6400;Banskobystrický;Banská Štiavnica;Banská Štiavnica;Banská Štiavnica;Lintich;;;;27;13;14;7;17;3;14;0;4;6;3;7;7;0;7;29;10;10;6;602;516643;401018;2016340;základná sídelná jednotka;;;
6401;Banskobystrický;Banská Štiavnica;Banská Štiavnica;Banská Štiavnica;Paradajz;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6;602;516643;401018;2015610;základná sídelná jednotka;;;
6402;Banskobystrický;Banská Štiavnica;Banská Štiavnica;Banská Štiavnica;Pod Kalváriou;;;;668;331;337;83;438;147;352;13;68;113;79;163;254;125;124;613;171;298;6;602;516643;401018;2015020;základná sídelná jednotka;;;
6403;Banskobystrický;Banská Štiavnica;Banská Štiavnica;Banská Štiavnica;Pod Kalváriou - Drieňová;;;;3 093;1 452;1 641;383;2 220;490;1 767;34;374;549;424;215;1 152;1 024;122;2 823;854;1 292;6;602;516643;401018;2015290;základná sídelná jednotka;;;
6404;Banskobystrický;Banská Štiavnica;Banská Štiavnica;Banská Štiavnica;Pod Paradajzom;;;;413;211;202;55;290;68;190;2;35;67;36;91;132;50;79;503;101;306;6;602;516643;401018;2014990;základná sídelná jednotka;;;
6405;Banskobystrický;Banská Štiavnica;Banská Štiavnica;Banská Štiavnica;Princi plac;;;;239;122;117;38;168;33;131;7;27;55;31;74;74;0;72;233;76;105;6;602;516643;401018;2016000;základná sídelná jednotka;;;
6406;Banskobystrický;Banská Štiavnica;Banská Štiavnica;Banská Štiavnica;Šachta František - stanica;;;;587;287;300;107;410;70;295;9;84;96;40;107;197;117;74;613;109;279;6;602;516643;401018;2015370;základná sídelná jednotka;;;
6407;Banskobystrický;Banská Štiavnica;Banská Štiavnica;Banská Štiavnica;Šachta Maximilián;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6;602;516643;401018;2015530;základná sídelná jednotka;;;
6408;Banskobystrický;Banská Štiavnica;Banská Štiavnica;Banská Štiavnica;Šobov - horný závod;;;;284;153;131;83;192;9;81;3;26;15;3;6;64;62;1;276;11;122;6;602;516643;401018;2015880;základná sídelná jednotka;;;
6409;Banskobystrický;Banská Štiavnica;Banská Štiavnica;Banská Štiavnica;Trojičný vrch;;;;11;5;6;1;10;0;7;0;1;3;1;4;4;0;4;11;5;4;6;602;516643;401018;2015450;základná sídelná jednotka;;;
6410;Banskobystrický;Banská Štiavnica;Banská Štiavnica;Počúvadlianske Jazero;;;;;18;8;10;2;13;3;10;1;0;5;2;10;10;0;4;22;8;12;6;602;516643;411931;;časť obce;;;
6411;Banskobystrický;Banská Štiavnica;Banská Štiavnica;Počúvadlianske Jazero;Počúvadlianske Jazero;;;;18;8;10;2;13;3;10;1;0;5;2;10;10;0;4;22;8;12;6;602;516643;411931;2470900;základná sídelná jednotka;;;
6412;Banskobystrický;Banská Štiavnica;Banská Štiavnica;Sitnianska;;;;;269;131;138;46;175;48;127;3;43;27;33;87;87;0;87;241;69;111;6;602;516643;411929;;časť obce;;;
6413;Banskobystrický;Banská Štiavnica;Banská Štiavnica;Sitnianska;Sitnianska;;;;269;131;138;46;175;48;127;3;43;27;33;87;87;0;87;241;69;111;6;602;516643;411929;2822190;základná sídelná jednotka;;;
6414;Banskobystrický;Banská Štiavnica;Banská Štiavnica;Štefultov;;;;;1 255;605;650;191;834;230;662;17;183;180;160;319;434;125;308;1 216;319;540;6;602;516643;411917;;časť obce;;;
6415;Banskobystrický;Banská Štiavnica;Banská Štiavnica;Štefultov;Štefultov;;;;1 255;605;650;191;834;230;662;17;183;180;160;319;434;125;308;1 216;319;540;6;602;516643;411917;2477070;základná sídelná jednotka;;;
6416;Banskobystrický;Banská Štiavnica;Banský Studenec;;;;1920;24;463;220;243;77;307;79;234;22;54;58;47;153;153;0;142;447;116;202;6;602;516651;;;obec;;;
6417;Banskobystrický;Banská Štiavnica;Banský Studenec; ;Banský Studenec;;;;463;220;243;77;307;79;234;22;54;58;47;153;153;0;142;447;116;202;6;602;516651;;2016510;základná sídelná jednotka;;;
6418;Banskobystrický;Banská Štiavnica;Beluj;;;;2281;6;137;61;76;19;96;22;73;5;12;27;8;48;51;5;44;123;24;58;6;602;516678;;;obec;;;
6419;Banskobystrický;Banská Štiavnica;Beluj; ;Beluj;;;;137;61;76;19;96;22;73;5;12;27;8;48;51;5;44;123;24;58;6;602;516678;;2024950;základná sídelná jednotka;;;
6420;Banskobystrický;Banská Štiavnica;Dekýš;;;;1782;11;193;96;97;26;131;36;90;5;19;31;10;69;69;0;64;166;29;80;6;602;516716;;;obec;;;
6421;Banskobystrický;Banská Štiavnica;Dekýš; ;Dekýš;;;;193;96;97;26;131;36;90;5;19;31;10;69;69;0;64;166;29;80;6;602;516716;;2102340;základná sídelná jednotka;;;
6422;Banskobystrický;Banská Štiavnica;Ilija;;;;1064;33;350;166;184;71;204;75;161;9;38;48;33;112;115;4;106;345;85;156;6;602;516856;;;obec;;;
6423;Banskobystrický;Banská Štiavnica;Ilija; ;Ilija;;;;350;166;184;71;204;75;161;9;38;48;33;112;115;4;106;345;85;156;6;602;516856;;2212280;základná sídelná jednotka;;;
6424;Banskobystrický;Banská Štiavnica;Kozelník;;;;901;18;161;78;83;17;122;22;93;6;20;27;17;54;55;0;53;155;50;69;6;602;516953;;;obec;;;
6425;Banskobystrický;Banská Štiavnica;Kozelník; ;Kozelník;;;;161;78;83;17;122;22;93;6;20;27;17;54;55;0;53;155;50;69;6;602;516953;;2278710;základná sídelná jednotka;;;
6426;Banskobystrický;Banská Štiavnica;Močiar;;;;2092;8;163;86;77;23;114;26;85;11;17;23;5;44;53;11;39;148;35;73;6;602;517071;;;obec;;;
6427;Banskobystrický;Banská Štiavnica;Močiar; ;Močiar;;;;163;86;77;23;114;26;85;11;17;23;5;44;53;11;39;148;35;73;6;602;517071;;2379810;základná sídelná jednotka;;;
6428;Banskobystrický;Banská Štiavnica;Počúvadlo;;;;1551;6;86;40;46;7;58;21;45;4;6;13;6;28;31;4;27;84;18;41;6;602;517160;;;obec;;;
6429;Banskobystrický;Banská Štiavnica;Počúvadlo; ;Počúvadlo;;;;86;40;46;7;58;21;45;4;6;13;6;28;31;4;27;84;18;41;6;602;517160;;2470810;základná sídelná jednotka;;;
6430;Banskobystrický;Banská Štiavnica;Podhorie;;;;2164;15;329;164;165;41;225;63;167;7;32;64;26;100;101;0;93;289;88;123;6;602;517143;;;obec;;;
6431;Banskobystrický;Banská Štiavnica;Podhorie;Teplá;;;;;192;94;98;23;139;30;102;4;22;40;18;54;55;0;49;165;58;66;6;602;517143;407665;;časť obce;;;
6432;Banskobystrický;Banská Štiavnica;Podhorie;Teplá;Teplá;;;;192;94;98;23;139;30;102;4;22;40;18;54;55;0;49;165;58;66;6;602;517143;407665;2473320;základná sídelná jednotka;;;
6433;Banskobystrický;Banská Štiavnica;Podhorie;Žakýl;;;;;137;70;67;18;86;33;65;3;10;24;8;46;46;0;44;124;33;57;6;602;517143;407677;;časť obce;;;
6434;Banskobystrický;Banská Štiavnica;Podhorie;Žakýl;Žakýl;;;;137;70;67;18;86;33;65;3;10;24;8;46;46;0;44;124;33;57;6;602;517143;407677;2473410;základná sídelná jednotka;;;
6435;Banskobystrický;Banská Štiavnica;Prenčov;;;m;2450;26;637;305;332;97;423;117;328;29;75;117;42;160;203;31;150;616;129;288;6;602;517178;;;obec;;;
6436;Banskobystrický;Banská Štiavnica;Prenčov; ;Horné majere;;;;2;1;1;0;1;1;1;0;0;1;0;1;1;0;1;7;3;4;6;602;517178;;2494590;základná sídelná jednotka;;;
6437;Banskobystrický;Banská Štiavnica;Prenčov; ;Prenčov;;;;635;304;331;97;422;116;327;29;75;116;42;159;202;31;149;609;126;284;6;602;517178;;2494410;základná sídelná jednotka;;;
6438;Banskobystrický;Banská Štiavnica;Svätý Anton;;;m;2263;54;1 222;581;641;214;830;178;633;27;159;193;122;321;400;102;291;1 121;308;496;6;602;516597;;;obec;;;
6439;Banskobystrický;Banská Štiavnica;Svätý Anton; ;Svätý Anton;;;;1 222;581;641;214;830;178;633;27;159;193;122;321;400;102;291;1 121;308;496;6;602;516597;;2002120;základná sídelná jednotka;;;
6440;Banskobystrický;Banská Štiavnica;Štiavnické Bane;;;m;1016;80;813;405;408;120;532;161;411;15;99;105;76;254;282;38;214;800;160;404;6;602;517283;;;obec;;;
6441;Banskobystrický;Banská Štiavnica;Štiavnické Bane; ;Štiavnické Bane;;;;813;405;408;120;532;161;411;15;99;105;76;254;282;38;214;800;160;404;6;602;517283;;2611900;základná sídelná jednotka;;;
6442;Banskobystrický;Banská Štiavnica;Vysoká;;;;1456;9;129;70;59;19;95;15;70;6;15;26;6;37;37;0;33;110;24;48;6;602;517372;;;obec;;;
6443;Banskobystrický;Banská Štiavnica;Vysoká; ;Vysoká;;;;129;70;59;19;95;15;70;6;15;26;6;37;37;0;33;110;24;48;6;602;517372;;2709030;základná sídelná jednotka;;;
6444;Banskobystrický;Brezno;Bacúch;;;m;3819;23;897;440;457;89;590;218;468;15;124;122;83;291;303;0;297;813;203;379;6;603;508446;;;obec;;;
6445;Banskobystrický;Brezno;Bacúch; ;Bacúch;;;;802;391;411;76;537;189;420;13;111;113;74;262;271;0;265;729;184;342;6;603;508446;;2003871;základná sídelná jednotka;;;
6446;Banskobystrický;Brezno;Bacúch; ;Bacúch;;;;95;49;46;13;53;29;48;2;13;9;9;29;32;0;32;84;21;37;6;603;508446;;2003872;základná sídelná jednotka;;;
6447;Banskobystrický;Brezno;Bacúch;;Pôbišovo;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6;603;508446;;2027112;základná sídelná jednotka;;;
6448;Banskobystrický;Brezno;Beňuš;;;m;2678;43;1 152;573;579;161;780;211;610;62;163;168;101;330;357;31;318;1 044;280;459;6;603;508462;;;obec;;;
6449;Banskobystrický;Brezno;Beňuš;;Bujakovo;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6;603;508462;;2822352;základná sídelná jednotka;;;
6450;Banskobystrický;Brezno;Beňuš;Beňuš;;;;;511;252;259;60;348;103;283;34;77;75;46;141;161;26;133;448;131;204;6;603;508462;401213;;časť obce;;;
6451;Banskobystrický;Brezno;Beňuš;Beňuš;Beňuš;;;;511;252;259;60;348;103;283;34;77;75;46;141;161;26;133;448;131;204;6;603;508462;401213;2026810;základná sídelná jednotka;;;
6452;Banskobystrický;Brezno;Beňuš;Filipovo;;;;;284;143;141;38;197;49;141;6;40;40;24;84;86;0;84;257;69;115;6;603;508462;418079;;časť obce;;;
6453;Banskobystrický;Brezno;Beňuš;Filipovo;Filipovo;;;;284;143;141;38;197;49;141;6;40;40;24;84;86;0;84;257;69;115;6;603;508462;418079;2026900;základná sídelná jednotka;;;
6454;Banskobystrický;Brezno;Beňuš;Gašparovo;;;;;272;130;142;53;178;41;139;11;37;41;24;79;80;0;78;261;91;105;6;603;508462;418067;;časť obce;;;
6455;Banskobystrický;Brezno;Beňuš;Gašparovo;Gašparovo;;;;272;130;142;53;178;41;139;11;37;41;24;79;80;0;78;261;91;105;6;603;508462;418067;2027030;základná sídelná jednotka;;;
6456;Banskobystrický;Brezno;Beňuš;Pôbišovo;;;;;85;48;37;10;57;18;47;11;9;12;7;26;30;5;23;78;25;35;6;603;508462;418055;;časť obce;;;
6457;Banskobystrický;Brezno;Beňuš;Pôbišovo;Pôbišovo;;;;85;48;37;10;57;18;47;11;9;12;7;26;30;5;23;78;25;35;6;603;508462;418055;2027111;základná sídelná jednotka;;;
6458;Banskobystrický;Brezno;Braväcovo;;;;2941;23;680;331;349;86;479;115;368;42;119;81;50;178;192;16;169;610;190;260;6;603;508489;;;obec;;;
6459;Banskobystrický;Brezno;Braväcovo;Braväcovo;;;;;551;266;285;70;397;84;299;31;99;66;39;142;156;16;133;495;158;210;6;603;508489;401561;;časť obce;;;
6460;Banskobystrický;Brezno;Braväcovo;Braväcovo;Braväcovo;;;;551;266;285;70;397;84;299;31;99;66;39;142;156;16;133;495;158;210;6;603;508489;401561;2061480;základná sídelná jednotka;;;
6461;Banskobystrický;Brezno;Braväcovo;Podholie;;;;;129;65;64;16;82;31;69;11;20;15;11;36;36;0;36;115;35;50;6;603;508489;418043;;časť obce;;;
6462;Banskobystrický;Brezno;Braväcovo;Podholie;Podholie;;;;129;65;64;16;82;31;69;11;20;15;11;36;36;0;36;115;35;50;6;603;508489;418043;2822270;základná sídelná jednotka;;;
6463;Banskobystrický;Brezno;Brezno;;;m;12196;164;20 061;9 565;10 496;2 921;13 437;3 703;10 201;236;2 529;2 774;2 153;1 989;6 832;5 216;1 545;18 666;2 747;9 002;6;603;508497;;;obec;;;
6464;Banskobystrický;Brezno;Brezno;Brezno;;;;;12 361;5 752;6 609;1 625;7 871;2 865;6 038;125;1 382;1 646;1 310;965;4 562;3 886;633;11 638;1 793;6 006;6;603;508497;401602;;časť obce;;;
